days,T,L,A,V
0.0,1008.2428211464227,0.0,0.0,0.0010036637749206239
100.0,1016.1500940413173,1.6116229425776675e-05,1.9315990969286284e-07,1.9269686471578452e-05
200.0,985.1796260623604,2.7835031795164934e-05,3.4703556243102e-07,3.464080227585858e-05
300.0,993.7004123257417,5.159099011634282e-05,6.354259046250444e-07,6.307485560356577e-05
400.0,1007.378997822077,9.367149863642682e-05,1.1489492393683699e-06,0.0001141371477585492
500.0,984.6346118673723,0.00017100703686520933,2.061918314418817e-06,0.00020390573034066316
600.0,1010.9285484245869,0.0003034062238116378,3.7170914388519517e-06,0.00036131731274326943
700.0,1009.9682343858333,0.0005489269852573295,6.668640877646584e-06,0.0006617233397289366
800.0,1015.6670442383922,0.0009788028881852146,1.1907854021092832e-05,0.0012011376270848232
900.0,998.1095919036007,0.001843713874048586,2.2330130239862353e-05,0.002171182729641543
1000.0,1001.9498571139363,0.0032561640080005136,3.956589572803635e-05,0.003934259546839609
1100.0,1002.3236852299074,0.005949046589954101,7.22720264857989e-05,0.007181352490183808
1200.0,1010.6485229020437,0.010662965951823231,0.00013045740756772775,0.012649636787579764
1300.0,992.9082827464792,0.019215788471206047,0.0002335365491042653,0.02301030602283904
1400.0,1019.8494156115648,0.034839030788665765,0.000424017842626854,0.04191996211825204
1500.0,1004.9002900347759,0.06317137117067302,0.0007656117914589292,0.07504783036557484
1600.0,994.3074911015742,0.11168833981448373,0.0013807800948701817,0.1358781328851882
1700.0,1009.9051021230198,0.20435263650643887,0.002507484492772362,0.24184387230248844
1800.0,1016.7187685460417,0.35991697456394,0.004524904175097988,0.44288766745999336
1900.0,1000.2355506000193,0.6625053207671204,0.008148095087104727,0.7936949969658385
2000.0,991.740072435393,1.2105330402129717,0.014600378951658999,1.4429793678533256
2100.0,1002.0862653986925,2.127076724230363,0.02667148322763745,2.6384438239981383
2200.0,990.8169341960452,3.9048161190353317,0.047462949155156677,4.61558377303206
2300.0,997.1654570227115,6.771396439715418,0.08485944260958715,8.317419773514333
2400.0,980.6069383205435,11.957458250762949,0.1466842152855206,14.46162049437451
2500.0,977.312334969957,20.28839261588099,0.2508860899899972,25.025008153581094
2600.0,957.9886580784723,33.987449758077666,0.4186113181591404,40.81200420009428
2700.0,943.2867325031517,52.44101117620851,0.6469547296520439,64.08685362052935
2800.0,896.6743252062776,74.78325506894619,0.9346019772172532,91.78319691695091
2900.0,862.6497691045641,98.75274365367638,1.2391177528993371,120.87333875924024
3000.0,829.9123064500956,119.78751958797272,1.482583573725208,143.46499573045153
3100.0,801.6826638120451,133.10506308696588,1.6443235761841284,162.1709501307853
3200.0,776.4521435172057,140.60508934795985,1.7567576336831436,170.67247392393367
3300.0,790.1065782181162,143.16453877068525,1.8263438315276648,177.51661921740916
3400.0,773.8834072296486,147.30561508648856,1.8606525954466941,184.6530103281299
3500.0,775.9248997785027,146.5335449472974,1.8705442427287469,184.1697554130804
3600.0,775.2254264959852,148.72850790511401,1.895875503694156,185.55651115308845
